source,target,weight,type
37,771,0.7034,undirected
37,810,0.604851,undirected
37,811,0.734027,undirected
37,812,0.640264,undirected
37,813,0.679929,undirected
37,814,0.705844,undirected
37,815,0.556773,undirected
37,816,0.722702,undirected
37,900,0.69375,undirected
37,1303,0.541273,undirected
37,1479,0.544211,undirected
37,1652,0.533503,undirected
37,1958,0.825943,undirected
38,110,0.523004,undirected
38,145,0.503683,undirected
38,242,0.560488,undirected
38,322,0.575417,undirected
38,668,0.625401,undirected
38,697,0.521681,undirected
38,752,0.537098,undirected
38,771,0.512774,undirected
38,811,0.599152,undirected
38,813,0.561865,undirected
38,815,0.577316,undirected
38,816,0.518703,undirected
38,938,0.545226,undirected
38,1211,0.507854,undirected
38,1284,0.55018,undirected
39,146,0.596628,undirected
39,153,0.516714,undirected
39,711,0.53838,undirected
39,717,0.505175,undirected
39,753,0.589756,undirected
39,757,0.528986,undirected
39,768,0.517437,undirected
39,889,0.689638,undirected
39,1075,0.634941,undirected
39,1122,0.662355,undirected
39,1141,0.610564,undirected
39,1142,0.589255,undirected
39,1193,0.577729,undirected
39,1218,0.57417,undirected
39,1338,0.693389,undirected
39,1354,0.565105,undirected
39,1375,0.679022,undirected
39,1564,0.533503,undirected
39,1568,0.641801,undirected
39,1599,0.67409,undirected
39,1634,0.605358,undirected
39,1663,0.576472,undirected
39,1734,0.695624,undirected
39,1783,0.734661,undirected
39,1985,0.570818,undirected
40,52,0.604629,undirected
40,122,0.577357,undirected
40,365,0.580706,undirected
40,568,0.535839,undirected
40,619,0.526034,undirected
40,661,0.558686,undirected
40,767,0.610605,undirected
40,940,0.519807,undirected
40,1083,0.590106,undirected
40,1105,0.766075,undirected
40,1395,0.552767,undirected
40,1440,0.501284,undirected
40,1554,0.548524,undirected
40,1578,0.581445,undirected
40,1623,0.573307,undirected
40,1633,0.50423,undirected
40,2094,0.764762,undirected
41,175,0.620674,undirected
41,234,0.547376,undirected
41,237,0.792223,undirected
41,556,0.799106,undirected
41,628,0.755849,undirected
41,666,0.73246,undirected
41,694,0.525771,undirected
41,747,0.638571,undirected
41,878,0.603835,undirected
41,947,0.537704,undirected
41,988,0.607076,undirected
41,1005,0.54959,undirected
41,1040,0.513177,undirected
41,1115,0.500299,undirected
41,1133,0.651935,undirected
41,1184,0.664172,undirected
41,1679,0.503597,undirected
41,1839,0.538503,undirected
41,2026,0.737935,undirected
42,217,0.513311,undirected
42,351,0.500706,undirected
42,739,0.52656,undirected
42,1749,0.519547,undirected
42,1764,0.538452,undirected
42,1802,0.519812,undirected
42,1813,0.544804,undirected
42,1832,0.557514,undirected
42,1892,0.638848,undirected
42,1893,0.527718,undirected
42,2006,0.5923,undirected
42,2064,0.610936,undirected
43,139,0.511635,undirected
43,396,0.502516,undirected
43,432,0.701728,undirected
43,433,0.713182,undirected
43,434,0.602411,undirected
43,476,0.560194,undirected
43,503,0.628587,undirected
43,509,0.636553,undirected
43,518,0.587087,undirected
43,544,0.526322,undirected
43,650,0.662573,undirected
43,651,0.513956,undirected
43,652,0.598632,undirected
43,654,0.552101,undirected
43,656,0.692152,undirected
43,657,0.691152,undirected
43,658,0.714382,undirected
43,709,0.558969,undirected
43,782,0.629961,undirected
43,789,0.576144,undirected
43,799,0.632824,undirected
43,841,0.544868,undirected
43,979,0.615461,undirected
43,1013,0.652972,undirected
43,1026,0.552125,undirected
43,1044,0.644513,undirected
43,1104,0.655029,undirected
43,1134,0.682914,undirected
43,1146,0.526037,undirected
43,1161,0.627918,undirected
43,1769,0.510595,undirected
43,1823,0.583758,undirected
43,1824,0.502979,undirected
43,1832,0.631394,undirected
43,1840,0.538465,undirected
43,1914,0.644618,undirected
43,1952,0.631177,undirected
